id_patrimonio,id_parlamentar_voz,casa,ano_eleicao,ds_cargo,ds_tipo_bem,ds_bem,valor_bem
1208,1135054,camara,2018,DEPUTADO FEDERAL,Terreno,"COMPRA DE UMA POSSE DE TERRENO RURAL, SEM DOCUEMNTOS, A SER REGULARIZADO, LOCALIZADO NO KM 87 DA RODOVIA PARA /MARALHAO, COM 250HA.",6000
1209,1135054,camara,2018,DEPUTADO FEDERAL,Terreno,"TERRENOS AGRICULAS COMPOSTO DE DOIS LOTES, DE FORMA IRREGULAR, MEDINDO APROXIMADAMENTE 50HA. SITUADO A MARGEM ESQUERDA DA BR-316, PROXIMO AO KM74, NO SENTIDO SANTA LUZIA DO PARA/CACHOEIRA DO PIRIA.",6000
1210,1135054,camara,2018,DEPUTADO FEDERAL,Terreno,"POSSE DE 2/6DE TERRENO RUARAL NO KM 145 DA BR-316,COM AREA TOTAL DE 325 HA ADQUIRIDO EM 1997,COMPRADO MAIS 1/6 DESSE TERRENO EM 2001,DE MARILIA SIQUEIRA REBELO, CPF/MF NO 279.999.042-87,POR R$-20.000",120000
1211,1135054,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,OUROCAP EMPRESA FLEX - CNPJ 15.138.043/0001-05,9077.92
1212,1135054,camara,2018,DEPUTADO FEDERAL,Terreno,"POSSE DO TERRENO RURAL ,KM 81 DA RODOVIA PARA /MARANHAO",2212.57
1213,1135054,camara,2018,DEPUTADO FEDERAL,Benfeitorias,"SITUACAO EM 31/12/2012-CASA R$52.500,00- CERCA R$-35.480,00-PASTAGEM R$-50.750,00,00-GALPOES R$-37.600,00 NA FAZENDA RIO DAS PEDRAS.INVESTIMENTOS EM 2013: CASA R$-37.400,00, CERCAS R$-21.300,00",290240
1214,1135054,camara,2018,DEPUTADO FEDERAL,Fundo de Curto Prazo,"BANCO DO BRASIL S/A- CNPJ 05.102,500/0001-58- BB CURTO PRAZO 200 AG. 4413-X CONTA 6503-X",79503.04
1215,1135054,camara,2018,DEPUTADO FEDERAL,VGBL - Vida Gerador de Benefício Livre,BANCO DO BRASIL S/A- CNPJ 27.665.207/0001-31 AG 4413-X CONTA 6503-X- VISEU/PA- BRASILPREV VGBL,207102.31
1216,1135054,camara,2018,DEPUTADO FEDERAL,Terreno,"TRES LOTES DE TERRENOS AGRICULAS NOS.93,95E 97,TOTALIZANDO UMA AREA DE 76HA.98A.75CA.SITUADOS NA BR-316, KM 74,COLONIA PITORO, NO MUNICIPIO DE VISEU/PA, COMPRADOS DE JOSE RENILDO AZEVEDO DOS SANTOS.",6000
1217,1204355,camara,2018,DEPUTADO FEDERAL,Dinheiro em espécie - moeda nacional,#NULO#,30000
1218,1204355,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),#NULO#,300
1219,1204355,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,587481.45
1220,1204355,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,28000
1221,1204355,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,2386.77
1222,1204355,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,100000
1223,1204355,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,4577.14
1224,1204355,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,3941.72
1225,1204355,camara,2018,DEPUTADO FEDERAL,Apartamento,#NULO#,464573.19
1226,1204355,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,#NULO#,9340.81
1227,1141411,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","TOYOTA HILUX CD ANO/MODELO 2009/2010, ADQ KAMPAI VEICULOS EM 2009",105337.6
1228,1141411,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","AUDI Q3 2.0 TFSI, ANO 2014, PLACA OOR 1234, ADQ EM 2013",101828.57
1229,1141411,camara,2018,DEPUTADO FEDERAL,Outros bens imóveis,"1,2499% DO PREDIO COMERCIAL NA RUA MARECHAL DEODORO, 985, SAO JOSE DO RIO PRETO/SP, MATRICULA 15.341, RECEBIDO DE HERANCA DE ALCIDES ALVES, EM NOME DA SUA ESPOSA",1787.63
1230,1141411,camara,2018,DEPUTADO FEDERAL,Casa,"RESIDENCIA C/393,65M RUA PERNAMBUCO, 3034 - JD AUTONOMISTA, CAMPO GRANDE/MS, ADQ EM 03/1997, REFORMA REALIZADA 2016 NO VALOR R$ 20.000,00",326000
1231,1141411,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","TOYOTA HILUX SW4 SRV 4X4 COR PRETA, ANO/MODELO 2011/2012, PLACA NRR 1130",130000
1232,1141411,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,"CAIXA ECON FEDERAL, CONTA CORRENTE",47.85
1233,1141411,camara,2018,DEPUTADO FEDERAL,Terra nua,"2.249,00 HA DE TERRAS DENOMINADA DAZ MARIANA EM MIRANDA/MS, ADQ 12/1998 CONF ESCRITURA 10 OFICIO, LIVRO 133, FLS. 31/33, INVESTIMENTO COM RECURSOS PROPRIOS R$ 180.000,00",2000959.12
1234,1141411,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,"CAIXA ECONOMIA FEDERAL FI-6800, CNPJ 00.360.305/0001-04",10.01
1235,1141411,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,ESTILO CAM DEPUTADOS DF BANCO DO BRASIL S/A,759.46
1236,1141411,camara,2018,DEPUTADO FEDERAL,Terreno,"LOTE TERRENO NO 18 DA QUADRA 7 LOTEAMENTO TERRAS DO GOLFE, CAMPO GRANDE/MS, ADQ 04/2012 - PARCELADO",121736.11
1237,1141411,camara,2018,DEPUTADO FEDERAL,Apartamento,"APTO N. 11,C/216,299M EDIFICIO XV DE NOVEMBRO, 3469, SAO JOSE DO RIO PRETO/SP, ADQ EM 08/2001, REFORMA REALIZADA EM 2016 VALOR R$ 25.000,00",105000
1238,1141411,camara,2018,DEPUTADO FEDERAL,Outros bens imóveis,"6,25% DA CASA EDIFICADA NO LOTE 11 E PARTE LOTE 10, QUADRA 05, SAO JOSE DO RIO PRETO/SP, MATRICULA 84.107 RECEBIDA EM HERANCA DE ALCIDES ALVES, EM NOME DE SUA ESPOSA",13984.69
1239,1141411,camara,2018,DEPUTADO FEDERAL,Terreno,"LOTE DE TERRENO NO 61, QUADRA 2, LOTEAMENTO TERRAS DO GOLFE, CAMPO GRANDE/MS, ADQ 01/2012 - PARCELADO",132655.28
1240,1141411,camara,2018,DEPUTADO FEDERAL,Sala ou conjunto,"SALA 46,47 E 48 C/41,85M CADA UMA, EDIF EMPIRE CENTER AV. AFONSO PENA, CAMPO GRANDE/MS, ADQ 12/1995 E EM 12/1995, REFORMAS REALIZADAS EM 2007, NO VALOR R$ 156.000,00",40000
1241,1141411,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,BANCO DO BRASIL S/A BB-CP ESTILO,13106.74
1242,1141411,camara,2018,DEPUTADO FEDERAL,Outros bens imóveis,"1,04% DO APTO 84, EDIF MARIA CELESTE, SAO JOSE DO RIO PRETO/SP, MATRICULA 26.969, RECEBIDO EM HERANCA DE ALCIDES ALVES, EM NOME DE SUA ESPOSA.",432.17
1243,174467,camara,2018,DEPUTADO FEDERAL,Outras participações societárias,#NULO#,17346
1244,174467,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,2915.25
1245,174467,camara,2018,DEPUTADO FEDERAL,Construção,#NULO#,450000
1246,174467,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,4924.92
1247,174467,camara,2018,DEPUTADO FEDERAL,Casa,#NULO#,1133.45
1248,174467,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,45000
1249,174467,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,2540.26
1250,174467,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,14000
1251,174467,camara,2018,DEPUTADO FEDERAL,Dinheiro em espécie - moeda nacional,#NULO#,350000
1252,174467,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,3755.32
1253,174467,camara,2018,DEPUTADO FEDERAL,Casa,#NULO#,5508.07
1254,174467,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,21000
1255,174467,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,2970
1256,174467,camara,2018,DEPUTADO FEDERAL,VGBL - Vida Gerador de Benefício Livre,#NULO#,50108.76
1257,174467,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,3349.97
1258,174467,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,3318
1259,174467,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,400.08
1260,174467,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,25000
1261,174467,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),#NULO#,11790.81
1262,174467,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,3400.16
1263,174467,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,8345.5
1264,174467,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,35174.71
1265,174467,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,13666.11
1266,174467,camara,2018,DEPUTADO FEDERAL,Prédio comercial,#NULO#,13600.64
1267,174060,camara,2018,DEPUTADO FEDERAL,Casa,"CASA NA RUA DAS ESTRELICIAS NO 385 DO LOTEAMENTO ALPHAVILLE 2, EM SALVADOR-BA. AQUIRIDO DA NM EMPREENDIMENTOS LTDA",600000
1268,174060,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",PEUGEOT MODELO208 ACTIVEPACK 1.5 COMPRADO NA DANTON VEICULOS LTDA EM 29/12/2015,48000
1269,174060,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,BANCO DO BRASIL CONTA CORRENTE  AGÊNCIA: 4884 CONTA: 269734-3,43550
1270,174060,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,"BANCO DO BRASIL CONTA POUPANÇA AGÊNCIA: 4884, CONTA: 269734-3",3600
1271,174060,camara,2018,DEPUTADO FEDERAL,Apartamento,"APARTAMENTO 904-A NO EDF SPAZIO CIDADE, SITUADO A RUA ARTESAO JOAO DA PRATA, ITAIGARA - SALVADOR/BA, DEZEMBRO 2001",170000
1272,174060,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,"CONTA CORRENTE NA CAIXA ECONOMICA FEDERAL, AGENCIA 00612, CONTA CORRENTE 000817148",23870
1273,174060,camara,2018,DEPUTADO FEDERAL,Dinheiro em espécie - moeda nacional,VALOR EM ESPECIE,50000
1274,1178916,camara,2018,DEPUTADO FEDERAL,OUTROS BENS E DIREITOS,BMEF 3 - 91 AÇÕES,1820
1275,1178916,camara,2018,DEPUTADO FEDERAL,OUTROS BENS E DIREITOS,100% DAS CONTAS DA ECO COMERCIO E CONVENIÊNCIA EIRELE,78800
1276,1178916,camara,2018,DEPUTADO FEDERAL,Apartamento,"EDF. CAIS DA AURORA - APT 2201- RUA DA AURORA 1295 SANTO AMARO, COM 207,5m²,  DATA DA AQUISIÇÃO 09/06/2015,, 1. CARTÓRIO DE OFICIO DO RECIFE,",476200
1277,1178916,camara,2018,DEPUTADO FEDERAL,OUTROS BENS E DIREITOS,CDB BRADESCO,102862.8
1278,1178916,camara,2018,DEPUTADO FEDERAL,OUTROS BENS E DIREITOS,VGBL BRADESCO VGBL V30/30 (CNPJ.60.746.948/0001-72),144530
1279,1178916,camara,2018,DEPUTADO FEDERAL,OUTROS BENS E DIREITOS,#NULO#,36066.28
1280,1178916,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,BANCO DO BRASIL CONTA CORRENTE  AGENCIA 3237,9572.44
1281,1204367,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,"C / C NO B. DO BRASIL, AG. 5209-4, C/C 11122-8",8055.86
1282,1204367,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,5.000 QUOTAS DA FIRMA NAREIA PRODUCOES DE EVENTOS LTDA. CNPJ 10.281.584/0001-74EM 04/08/2008,5000
1283,1204367,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","AUTOMOVEL BMW - X3, MOD. 2013/2014",140000
1284,1204367,camara,2018,DEPUTADO FEDERAL,Dinheiro em espécie - moeda nacional,DINHEIRO EM ESPECIE,30000
1285,1204409,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,Saldo conta corrente do Banco  Banrisul conta 350928280-6.,51
1286,1204409,camara,2018,DEPUTADO FEDERAL,Apartamento,"Apartamento 513 B, vaga de estacionamento no 164, empreendimento condomínio residencial Studio presidence Plus II, situado na Rua Almirante Barroso no 2733, Bairro Centro, Pelotas-RS imóvel na planta.",28727.34
1287,1204409,camara,2018,DEPUTADO FEDERAL,Apartamento,"Apartamento 1501 da Torre B - Ipe, condomínio JK Parque Clube, Box n. 64, contrato de compra de imóvel da panta com capa Incorp  Imóvel, R$ 21208,07. Valor da estrada 05/05/14.",84948.06
1288,1204409,camara,2018,DEPUTADO FEDERAL,Consórcio não contemplado,Racon Consórcios.,10000
1289,1204409,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",Aplicação de renda fixa no Banrisul conta corrente 350928280-6.,6930.36
1290,1204409,camara,2018,DEPUTADO FEDERAL,Terreno,"Lote 32, quadra B, no Condomínio Horizontal denominado veredas altos do Laranjal, adquiridos em 08/06/2015. Pago a vista.",155000
1291,1204409,camara,2018,DEPUTADO FEDERAL,Fundo de Investimento Imobiliário,"Saldo em letra de crédito imobiliário CX. Econômica federal - Aquis. 104.000,00, rend. de R$ 700,96, já devidamente lançado.",90000
1292,1204409,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,Saldo em conta corrente na Caixa Econômica Federal.,889.33
1293,1204409,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,"Cotas de capital da empresa DM2 Serviços Web LTDA, no valor de R$ 6.000,00.",6000
1294,1204459,camara,2018,DEPUTADO FEDERAL,Apartamento,"CONSTRUÇÃO DA UNIDADE DE APT, GOLDEN GATE",193949.92
1295,1204459,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,CAPITALIZAÇÃO BANCO DO BRASIL,1437.34
1296,1204459,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,SANTANDER,7553.66
1297,1204459,camara,2018,DEPUTADO FEDERAL,Apartamento,"CONSTRUÇÃO DA UNIDADE DE APT, GOLDEN GATE",242501.02
1298,1204459,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,BANCO DO BRASIL,692.61
1299,1204459,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,ITAU,4683.11
1300,1160528,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,6475.11
1301,1160528,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,42285.62
1302,1160528,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,117000
1303,1160528,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,9523.77
1304,1160528,camara,2018,DEPUTADO FEDERAL,Outros bens imóveis,#NULO#,33333.33
1305,1160528,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,7944.13
1306,1160528,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,104889.89
1307,1160528,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,#NULO#,0.25
1308,1160528,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,20721.74
1309,1160528,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,#NULO#,154.6
1310,1160528,camara,2018,DEPUTADO FEDERAL,Apartamento,#NULO#,600000
1311,1160528,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,#NULO#,6949.44
1312,162881,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,#NULO#,99000
1313,162881,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,#NULO#,1624158.35
1314,162881,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,360167.1
1315,162881,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,80000
1316,162881,camara,2018,DEPUTADO FEDERAL,Apartamento,#NULO#,570000
1317,162881,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,54206.82
1318,162881,camara,2018,DEPUTADO FEDERAL,Licença e concessões especiais,#NULO#,59
1319,162881,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,#NULO#,98125.03
1320,1160552,camara,2018,DEPUTADO FEDERAL,VGBL - Vida Gerador de Benefício Livre,BANCO DO BRASIL (VGBL),100000
1321,1160552,camara,2018,DEPUTADO FEDERAL,Dinheiro em espécie - moeda estrangeira,SALDO EM DÓLAR,1.02
1322,1160552,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",BANCO DO BRASIL ¿ SALDO EM RENDA FIXA,68209.6
1323,1160552,camara,2018,DEPUTADO FEDERAL,OUTROS BENS E DIREITOS,BANCO DO BRASIL SALDO EM CONSÓRCIO DE IMÓVEL SENDO PAGO EM 2016,34175.81
1324,1160552,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,COTAS DE CAPITAL DA EMPRESA LICSPORT LICENCIAMENTO DE IMAGEM LTDA,8000
1325,1160552,camara,2018,DEPUTADO FEDERAL,OUTROS BENS E DIREITOS,"BANCO DO BRASIL CONSÓRCIO CONTEMPLADO EM 2015 - CARTA DE CRÉDITO - Valor de R$ 22.000,00 - VALOR PAGO EM 2017 - R$ 5.041,22",22000
1326,1160552,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","AUTOMÓVEL MERCEDES BENZ, MOD C180 TURBO, ANO 2015, PLACA IVX 2641, ADQ SAVARAUTO EM 2000 COM. DE VEÍCULOS LTDA EM 2015",115000
1327,1116379,camara,2018,DEPUTADO FEDERAL,Terreno,"1/2 TERRENO RURAL SITUADO NA LOCALIDADE DE RIO BONITO, NOVA CULTURA, PAPANDUVA/SC",27500
1328,1116379,camara,2018,DEPUTADO FEDERAL,Apartamento,"APARTAMENTO 501, BAIRRO AMÉRICA, JOINVILLE, SC",1605000
1329,1116379,camara,2018,DEPUTADO FEDERAL,Apartamento,60% DO APARTAMENTO EDIFÍCIO SUMMER VILLE RESIDENCE RESORT - ITAPEMA SC,470351.65
1330,1116379,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,SALDO QUOTA CAPITAL SICOOB - SERV. PREF. MUN. DE JVLLE - CONJUGE,3101.92
1331,1116379,camara,2018,DEPUTADO FEDERAL,Terreno,"50% DE TERRENO RURAL ESTRADA DONA FRANCISCA, CAMPO ALEGRE, SC",100000
1332,1116379,camara,2018,DEPUTADO FEDERAL,Outros bens imóveis,"9,09 PONTOS PERCENTUAIS DO IMÓVEL A RUA EXPEDICIONÁRIO HOLTZ, JOINVILLE/SC",250000
1333,1116379,camara,2018,DEPUTADO FEDERAL,Dinheiro em espécie - moeda nacional,#NULO#,15000
1334,173891,camara,2018,DEPUTADO FEDERAL,Apartamento,"Av. Tulio de Rose , 540 apto 1204, Torre 1, Porto Alegre/RS",463235.87
1335,173891,camara,2018,DEPUTADO FEDERAL,VGBL - Vida Gerador de Benefício Livre,Banco do Brasil,5928.73
1336,173891,camara,2018,DEPUTADO FEDERAL,Outros bens imóveis,"Box garagem e área de deposito de pertencentes ao apto 1204 da torre 1, Av. Tulio de Rose , 500",43494.55
1337,173891,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","Fiat/Uno economy 1.4,  2012/2013",32850
1338,173891,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,Banco do Brasil,1338.68
1339,1205548,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,101526.84
1340,1205548,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,#NULO#,1700
1341,1205548,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,#NULO#,73125
1342,1205548,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,70000
1343,1205548,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,15000
1344,1205548,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,92052.24
1345,1204511,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,#NULO#,2711.78
1346,1204511,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,188595.65
1347,1204511,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,113433.38
1348,1204511,camara,2018,DEPUTADO FEDERAL,Outras participações societárias,#NULO#,5000
1349,1204511,camara,2018,DEPUTADO FEDERAL,Outras participações societárias,#NULO#,12000
1350,1204511,camara,2018,DEPUTADO FEDERAL,Outros fundos,#NULO#,9775
1351,1204511,camara,2018,DEPUTADO FEDERAL,Outros fundos,#NULO#,4402.32
1352,1204511,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,1741.38
1353,1204511,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no exterior,#NULO#,14743.03
1354,1204511,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,19338.03
1355,1204511,camara,2018,DEPUTADO FEDERAL,Outros fundos,#NULO#,7957.45
1356,1204511,camara,2018,DEPUTADO FEDERAL,Outras participações societárias,#NULO#,12000
1357,1204511,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,12000
1358,1204511,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,5000
1359,1204511,camara,2018,DEPUTADO FEDERAL,Outras participações societárias,#NULO#,50000
1360,1204511,camara,2018,DEPUTADO FEDERAL,Linha telefônica,#NULO#,100
1361,1204511,camara,2018,DEPUTADO FEDERAL,Outras participações societárias,#NULO#,50000
1362,1204451,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,ITAÚ,10
1363,1204451,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,ITAÚ,10000
1364,1204451,camara,2018,DEPUTADO FEDERAL,Apartamento,LOCALIZADO NA RUA DOIS DE DEZEMBRO CATETE,42660.75
1365,1204451,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,ITAÚ,50000
1366,1204451,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,ITAÚ,204.36
1367,1204451,camara,2018,DEPUTADO FEDERAL,VGBL - Vida Gerador de Benefício Livre,ITAÚ,5419.64
1368,1204451,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,SUPER POUPANÇA ITAÚ UNIBANCO,228.3
1369,1204451,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,ITAÚ,22109.82
1370,1204451,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",AQUISICAO DE UM VOYAGE EM 30/11/2013,40000
1371,1204451,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,BRADESCO DEPENDENTE LIDUINA,11583.38
1372,1204451,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,ITAÚ,21835.88
1373,1204451,camara,2018,DEPUTADO FEDERAL,VGBL - Vida Gerador de Benefício Livre,VGBL,100102.95
1374,1204451,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,ITAÚ,31796.68
1375,1178908,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",APLICAÇÃO BB CP ESTILO NO BANCO DO BRASIL.,228873.22
1376,1178908,camara,2018,DEPUTADO FEDERAL,Apartamento,"APT NÃO ENTREGUE (NA JUSTIÇA). EMPRESA VENDEDORA EUROBAR INVESTIMENTOS IMOBILIÁRIA LTDA. NATLA-RN,",265900
1377,1178908,camara,2018,DEPUTADO FEDERAL,Terreno,"COM GALPÃO EM ESTR. METÁLICA E ALVENARIA, SITUADO NA ROD. AUGUSTO MONTENEGRO. BELÉM-PA.",70000
1378,1178908,camara,2018,DEPUTADO FEDERAL,Sala ou conjunto,"SALAS COMERCIAIS NO LIVING NEXT OFFICE TORRE I. SL 602. ROD. BR 316, S/N. ANANINDEUA-PA.",175916.12
1379,1178908,camara,2018,DEPUTADO FEDERAL,Sala ou conjunto,"SALAS COMERCIAIS NO LIVING NEXT OFFICE TPRRE I. SL 601. ROD. BR 316, S/N. ANANINDEUA-PA.",208822.73
1380,1178908,camara,2018,DEPUTADO FEDERAL,Casa,"CASA EM ALVENARIA, SITUADA NA RUA AZIZ BECHARA S/N, VILA DE MOSQUEIRO. BELÉM-PA.",25000
1381,1178908,camara,2018,DEPUTADO FEDERAL,Galpão,"SITUADO NA AV. PEDRO MIRANDA, N. 2300, TÉRREO, 1. E 2. ANDAR. COM DUAS RESIDÊNCIAS. BELÉM-PA.",75000
1382,1178908,camara,2018,DEPUTADO FEDERAL,Casa,"CASA EM ALVENARIA. SITUADA NA TRAVESSA VI, CONJ. GLEBA III. BELÉM-PA",80000
1383,1178908,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","MARCA TOYOTA, MODELO SW4, ANO 2014/2015, COR BRANCA, PLACA QEM 5500.",130000
1384,1178908,camara,2018,DEPUTADO FEDERAL,Terreno,"AGRICOLA SITUADO NO KM 36 DA ESTR. DA VIGIA, RAMAL DO MERATAUA, C/ CASA DE ALVENARIA. VIGIA-PA.",25000
1385,1178908,camara,2018,DEPUTADO FEDERAL,Apartamento,"SITUADO NA AV. CANAL NOVA MARAMBAIA, N. 200. COND. MARTE, APT 401, BL 5, PAV. 4. FINANCIADO. BELÉM-PA.",162702.25
1386,1178908,camara,2018,DEPUTADO FEDERAL,Apartamento,"SITUADO NA AV. SIBIPIRUNA, S/N. APT 2408, TORRE B, LT 11. FINANCIADO. BRASÍLIA-DF.",400000
1387,1178908,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,SALDO EM POUPANÇA NO BANCO DO BRASIL.,6.06
1388,1178908,camara,2018,DEPUTADO FEDERAL,Apartamento,"SITUADO NA ROD. AUGUSTO MONTENEGRO, N. 3377. APT 301, BL2. FINANCIADO. BELÉM-PA.",112700
1389,1178908,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","MOTOCICLETA MARCA HONDA, ANO 1999. PLACA JYW 0067.",20000
1390,1178908,camara,2018,DEPUTADO FEDERAL,Terreno,SITUADO NO MURININ DISTRITO DE BENFICA S/N COM CASA E BENFEITORIA. BENEVIDES-PA.,35000
